"x"	"y"
562821	145086
563821	145086
564821	145086
565821	145086
566821	145086
567821	145086
568821	145086
569821	145086
570821	145086
571821	145086
572821	145086
573821	145086
574821	145086
575821	145086
576821	145086
577821	145086
578821	145086
579821	145086
580821	145086
581821	145086
582821	145086
583821	145086
584821	145086
585821	145086
586821	145086
587821	145086
588821	145086
589821	145086
590821	145086
591821	145086
592821	145086
593821	145086
594821	145086
595821	145086
596821	145086
597821	145086
598821	145086
599821	145086
600821	145086
601821	145086
602821	145086
603821	145086
604821	145086
605821	145086
606821	145086
607821	145086
608821	145086
609821	145086
610821	145086
611821	145086
612821	145086
613821	145086
614821	145086
615821	145086
616821	145086
617821	145086
618821	145086
619821	145086
620821	145086
621821	145086
622821	145086
623821	145086
624821	145086
625821	145086
626821	145086
627821	145086
628821	145086
629821	145086
630821	145086
554821	146086
555821	146086
556821	146086
557821	146086
558821	146086
559821	146086
560821	146086
561821	146086
562821	146086
563821	146086
564821	146086
565821	146086
566821	146086
567821	146086
568821	146086
569821	146086
570821	146086
571821	146086
572821	146086
573821	146086
574821	146086
575821	146086
576821	146086
577821	146086
578821	146086
579821	146086
580821	146086
581821	146086
582821	146086
583821	146086
584821	146086
585821	146086
586821	146086
587821	146086
588821	146086
589821	146086
590821	146086
591821	146086
592821	146086
593821	146086
594821	146086
595821	146086
596821	146086
597821	146086
598821	146086
599821	146086
600821	146086
601821	146086
602821	146086
603821	146086
604821	146086
605821	146086
606821	146086
607821	146086
608821	146086
609821	146086
610821	146086
611821	146086
612821	146086
613821	146086
614821	146086
615821	146086
616821	146086
617821	146086
618821	146086
619821	146086
620821	146086
621821	146086
622821	146086
623821	146086
624821	146086
625821	146086
626821	146086
627821	146086
628821	146086
629821	146086
630821	146086
554821	147086
555821	147086
556821	147086
557821	147086
558821	147086
559821	147086
560821	147086
561821	147086
562821	147086
563821	147086
564821	147086
565821	147086
566821	147086
567821	147086
568821	147086
569821	147086
570821	147086
571821	147086
572821	147086
573821	147086
574821	147086
575821	147086
576821	147086
577821	147086
578821	147086
579821	147086
580821	147086
581821	147086
582821	147086
583821	147086
584821	147086
585821	147086
586821	147086
587821	147086
588821	147086
589821	147086
590821	147086
591821	147086
592821	147086
593821	147086
594821	147086
595821	147086
596821	147086
597821	147086
598821	147086
599821	147086
600821	147086
601821	147086
602821	147086
603821	147086
604821	147086
605821	147086
606821	147086
607821	147086
608821	147086
609821	147086
610821	147086
611821	147086
612821	147086
613821	147086
614821	147086
615821	147086
616821	147086
617821	147086
618821	147086
619821	147086
620821	147086
621821	147086
622821	147086
623821	147086
624821	147086
625821	147086
626821	147086
627821	147086
628821	147086
629821	147086
630821	147086
554821	148086
555821	148086
556821	148086
557821	148086
558821	148086
559821	148086
560821	148086
561821	148086
562821	148086
563821	148086
564821	148086
565821	148086
566821	148086
567821	148086
568821	148086
569821	148086
570821	148086
571821	148086
572821	148086
573821	148086
574821	148086
575821	148086
576821	148086
577821	148086
578821	148086
579821	148086
580821	148086
581821	148086
582821	148086
583821	148086
584821	148086
585821	148086
586821	148086
587821	148086
588821	148086
589821	148086
590821	148086
591821	148086
592821	148086
593821	148086
594821	148086
595821	148086
596821	148086
597821	148086
598821	148086
599821	148086
600821	148086
601821	148086
602821	148086
603821	148086
604821	148086
605821	148086
606821	148086
607821	148086
608821	148086
609821	148086
610821	148086
611821	148086
612821	148086
613821	148086
614821	148086
615821	148086
616821	148086
617821	148086
618821	148086
619821	148086
620821	148086
621821	148086
622821	148086
623821	148086
624821	148086
625821	148086
626821	148086
627821	148086
628821	148086
629821	148086
630821	148086
554821	149086
555821	149086
556821	149086
557821	149086
558821	149086
559821	149086
560821	149086
561821	149086
562821	149086
563821	149086
564821	149086
565821	149086
566821	149086
567821	149086
568821	149086
569821	149086
570821	149086
571821	149086
572821	149086
573821	149086
574821	149086
575821	149086
576821	149086
577821	149086
578821	149086
579821	149086
580821	149086
581821	149086
582821	149086
583821	149086
584821	149086
585821	149086
586821	149086
587821	149086
588821	149086
589821	149086
590821	149086
591821	149086
592821	149086
593821	149086
594821	149086
595821	149086
596821	149086
597821	149086
598821	149086
599821	149086
600821	149086
601821	149086
602821	149086
603821	149086
604821	149086
605821	149086
606821	149086
607821	149086
608821	149086
609821	149086
610821	149086
611821	149086
612821	149086
613821	149086
614821	149086
615821	149086
616821	149086
617821	149086
618821	149086
619821	149086
620821	149086
621821	149086
622821	149086
623821	149086
624821	149086
625821	149086
626821	149086
627821	149086
628821	149086
629821	149086
630821	149086
554821	150086
555821	150086
556821	150086
557821	150086
558821	150086
559821	150086
560821	150086
561821	150086
562821	150086
563821	150086
564821	150086
565821	150086
566821	150086
567821	150086
568821	150086
569821	150086
570821	150086
571821	150086
572821	150086
573821	150086
574821	150086
575821	150086
576821	150086
577821	150086
578821	150086
579821	150086
580821	150086
581821	150086
582821	150086
583821	150086
584821	150086
585821	150086
586821	150086
587821	150086
588821	150086
589821	150086
590821	150086
591821	150086
592821	150086
593821	150086
594821	150086
595821	150086
596821	150086
597821	150086
598821	150086
599821	150086
600821	150086
601821	150086
602821	150086
603821	150086
604821	150086
605821	150086
606821	150086
607821	150086
608821	150086
609821	150086
610821	150086
611821	150086
612821	150086
613821	150086
614821	150086
615821	150086
616821	150086
617821	150086
618821	150086
619821	150086
620821	150086
621821	150086
622821	150086
623821	150086
624821	150086
625821	150086
626821	150086
627821	150086
628821	150086
629821	150086
630821	150086
554821	151086
555821	151086
556821	151086
557821	151086
558821	151086
559821	151086
560821	151086
561821	151086
562821	151086
563821	151086
564821	151086
565821	151086
566821	151086
567821	151086
568821	151086
569821	151086
570821	151086
571821	151086
572821	151086
573821	151086
574821	151086
575821	151086
576821	151086
577821	151086
578821	151086
579821	151086
580821	151086
581821	151086
582821	151086
583821	151086
584821	151086
585821	151086
586821	151086
587821	151086
588821	151086
589821	151086
590821	151086
591821	151086
592821	151086
593821	151086
594821	151086
595821	151086
596821	151086
597821	151086
598821	151086
599821	151086
600821	151086
601821	151086
602821	151086
603821	151086
604821	151086
605821	151086
606821	151086
607821	151086
608821	151086
609821	151086
610821	151086
611821	151086
612821	151086
613821	151086
614821	151086
615821	151086
616821	151086
617821	151086
618821	151086
619821	151086
620821	151086
621821	151086
622821	151086
623821	151086
624821	151086
625821	151086
626821	151086
627821	151086
628821	151086
629821	151086
630821	151086
554821	152086
555821	152086
556821	152086
557821	152086
558821	152086
559821	152086
560821	152086
561821	152086
562821	152086
563821	152086
564821	152086
565821	152086
566821	152086
567821	152086
568821	152086
569821	152086
570821	152086
571821	152086
572821	152086
573821	152086
574821	152086
575821	152086
576821	152086
577821	152086
578821	152086
579821	152086
580821	152086
581821	152086
582821	152086
583821	152086
584821	152086
585821	152086
586821	152086
587821	152086
588821	152086
589821	152086
590821	152086
591821	152086
592821	152086
593821	152086
594821	152086
595821	152086
596821	152086
597821	152086
598821	152086
599821	152086
600821	152086
601821	152086
602821	152086
603821	152086
604821	152086
605821	152086
606821	152086
607821	152086
608821	152086
609821	152086
610821	152086
611821	152086
612821	152086
613821	152086
614821	152086
615821	152086
616821	152086
617821	152086
618821	152086
619821	152086
620821	152086
621821	152086
622821	152086
623821	152086
624821	152086
625821	152086
626821	152086
627821	152086
628821	152086
629821	152086
630821	152086
554821	153086
555821	153086
556821	153086
557821	153086
558821	153086
559821	153086
560821	153086
561821	153086
562821	153086
563821	153086
564821	153086
565821	153086
566821	153086
567821	153086
568821	153086
569821	153086
570821	153086
571821	153086
572821	153086
573821	153086
574821	153086
575821	153086
576821	153086
577821	153086
578821	153086
579821	153086
580821	153086
581821	153086
582821	153086
583821	153086
584821	153086
585821	153086
586821	153086
587821	153086
588821	153086
589821	153086
590821	153086
591821	153086
592821	153086
593821	153086
594821	153086
595821	153086
596821	153086
597821	153086
598821	153086
599821	153086
600821	153086
601821	153086
602821	153086
603821	153086
604821	153086
605821	153086
606821	153086
607821	153086
608821	153086
609821	153086
610821	153086
611821	153086
612821	153086
613821	153086
614821	153086
615821	153086
616821	153086
617821	153086
618821	153086
619821	153086
620821	153086
621821	153086
622821	153086
623821	153086
624821	153086
625821	153086
626821	153086
627821	153086
628821	153086
629821	153086
630821	153086
554821	154086
555821	154086
556821	154086
557821	154086
558821	154086
559821	154086
560821	154086
561821	154086
562821	154086
563821	154086
564821	154086
565821	154086
566821	154086
567821	154086
568821	154086
569821	154086
570821	154086
571821	154086
572821	154086
573821	154086
574821	154086
575821	154086
576821	154086
577821	154086
578821	154086
579821	154086
580821	154086
581821	154086
582821	154086
583821	154086
584821	154086
585821	154086
586821	154086
587821	154086
588821	154086
589821	154086
590821	154086
591821	154086
592821	154086
593821	154086
594821	154086
595821	154086
596821	154086
597821	154086
598821	154086
599821	154086
600821	154086
601821	154086
602821	154086
603821	154086
604821	154086
605821	154086
606821	154086
607821	154086
608821	154086
609821	154086
610821	154086
611821	154086
612821	154086
613821	154086
614821	154086
615821	154086
616821	154086
617821	154086
618821	154086
619821	154086
620821	154086
621821	154086
622821	154086
623821	154086
624821	154086
625821	154086
626821	154086
627821	154086
628821	154086
629821	154086
630821	154086
554821	155086
555821	155086
556821	155086
557821	155086
558821	155086
559821	155086
560821	155086
561821	155086
562821	155086
563821	155086
564821	155086
565821	155086
566821	155086
567821	155086
568821	155086
569821	155086
570821	155086
571821	155086
572821	155086
